28,35,21,39,23,1,38,10,25,20,8,11,15,9,3,16,17,2,6,36,12,29,31,27,19,7,30,14,22,13,33,34,26,5,4,18,32,37,40,24
17,21,31,12,3,1,37,38,8,29,32,26,4,35,39,6,40,22,20,36,34,14,33,9,25,7,30,28,27,24,13,11,15,5,23,2,18,16,10,19
15,7,30,14,10,29,20,36,8,33,1,23,27,4,38,25,6,19,40,37,9,34,31,18,2,16,32,22,13,17,28,35,21,39,11,26,12,5,3,24
15,7,30,14,10,18,29,8,25,24,6,26,5,31,34,32,9,16,27,22,4,21,3,36,12,37,19,33,38,40,23,1,11,35,28,39,20,13,2,17
23,1,3,11,28,6,37,14,20,13,33,34,26,5,15,4,18,32,40,25,12,29,27,19,16,7,30,22,10,38,31,35,9,21,39,36,2,17,24,8
15,7,14,10,18,29,20,13,25,24,8,11,34,9,23,35,16,17,2,6,4,21,1,3,36,37,32,19,33,28,30,26,12,5,39,31,22,38,27,40
34,14,33,9,25,32,40,17,13,27,15,7,30,10,18,20,36,8,19,22,29,12,39,11,26,31,4,5,2,16,23,1,3,35,28,21,6,37,24,38
9,34,31,18,30,2,16,32,22,36,17,21,11,26,3,37,40,8,29,6,28,35,39,23,1,38,10,33,19,24,14,15,5,12,4,27,20,25,13,7
40,35,5,21,26,9,33,10,25,13,38,11,1,12,4,14,17,37,36,8,20,3,15,34,31,2,16,18,7,6,39,29,28,23,27,22,30,32,19,24
27,12,39,11,4,33,14,17,22,19,6,26,21,5,23,32,37,8,10,20,9,34,31,18,30,2,16,38,13,29,25,1,3,15,35,40,7,28,36,24
25,26,34,35,5,31,14,28,10,29,8,11,15,9,23,16,17,2,38,20,27,12,1,39,33,40,18,6,22,24,4,21,3,36,37,32,7,30,19,13
1,23,27,4,30,18,38,6,19,29,14,15,5,11,12,31,20,17,10,22,34,33,9,7,28,32,40,13,8,36,25,26,3,35,21,39,37,2,16,24
15,7,30,10,18,29,20,36,13,24,8,11,26,9,23,12,3,39,16,2,37,35,4,21,1,5,31,19,6,38,34,14,33,25,28,32,40,17,27,22
31,12,35,9,7,6,17,40,20,24,33,34,26,5,18,16,32,27,25,28,4,21,1,3,36,37,30,19,38,10,29,39,11,15,23,2,22,14,13,8
36,4,15,31,34,23,37,2,8,27,22,5,12,35,39,3,38,16,29,33,21,30,32,28,7,18,6,13,20,24,10,26,11,1,9,40,19,17,14,25
40,39,35,34,31,17,10,27,25,13,20,3,15,26,23,2,18,14,6,36,19,12,21,1,4,37,38,32,8,28,16,11,5,9,33,22,7,29,30,24
25,26,34,15,9,40,14,18,36,8,23,1,11,35,28,6,30,7,13,24,16,12,5,39,33,20,22,17,29,27,19,3,21,4,31,37,10,2,38,32
38,1,21,3,12,5,26,4,9,15,39,29,40,28,27,22,32,20,19,33,11,30,8,10,16,13,14,24,17,34,35,23,18,31,37,2,7,25,36,6
