Fecha_Hora,Kennedy,Puente_Aranda,Suba,Usaquen,Dias_lluvia,Int_lluvia
19/09/2014 08:00,0,0,0,0,NO,Ausente
19/09/2014 09:00,0,0,0,0,NO,Ausente
19/09/2014 10:00,0,0,0,0,NO,Ausente
19/09/2014 11:00,0,0,0,0,NO,Ausente
19/09/2014 12:00,0,0,0,0.1,SI,Llovizna
19/09/2014 13:00,3.6,8.6,0,0,SI,Fuerte
19/09/2014 14:00,0,0,0,0,NO,Ausente
19/09/2014 15:00,0,0,,0,NO,Ausente
19/09/2014 16:00,0,0,2.1,0,SI,Fuerte
19/09/2014 17:00,2.1,5.1,7.1,0,SI,Fuerte
19/09/2014 18:00,10.8,5.4,1.4,0.3,SI,Fuerte
19/09/2014 19:00,0.8,0.4,0.5,0.4,SI,Fuerte
19/09/2014 20:00,0,0,0,0,NO,Ausente
19/09/2014 21:00,0,0,0,0,NO,Ausente
19/09/2014 22:00,0,0,0,0,NO,Ausente
19/09/2014 23:00,0,0,0,0,NO,Ausente
20/09/2014 00:00,0,0,0,0,NO,Ausente
20/09/2014 01:00,0,0,0,0,NO,Ausente
20/09/2014 02:00,0,0,0,0,NO,Ausente
20/09/2014 03:00,0,0,0,0,NO,Ausente
20/09/2014 04:00,0,0,0,0,NO,Ausente
20/09/2014 05:00,0.2,0,0,0,SI,Moderada
20/09/2014 06:00,0,0,0.3,0.2,SI,Fuerte
20/09/2014 07:00,0,0.3,0.9,4.5,SI,Fuerte
20/09/2014 08:00,0.5,0.2,1,3.3,SI,Fuerte
20/09/2014 09:00,1.4,0.5,0.1,1.3,SI,Fuerte
20/09/2014 10:00,0.6,0.3,0.1,0.9,SI,Fuerte
20/09/2014 11:00,0.1,0,0,0,SI,Llovizna
20/09/2014 12:00,0,0,0,0,NO,Ausente
20/09/2014 13:00,0,0,0,0,NO,Ausente
20/09/2014 14:00,0,0.1,0,0,SI,Llovizna
20/09/2014 15:00,0,0,0,0,NO,Ausente
20/09/2014 16:00,0,0,0,0,NO,Ausente
20/09/2014 17:00,0,0,0.7,9.6,SI,Fuerte
20/09/2014 18:00,0,0,0.1,0,SI,Llovizna
20/09/2014 19:00,0.4,0,0,0,SI,Moderada
20/09/2014 20:00,0,0,0,0,NO,Ausente
20/09/2014 21:00,0,0,0,0,NO,Ausente
20/09/2014 22:00,0,0,0,0,NO,Ausente
20/09/2014 23:00,0,0,0,0,NO,Ausente
21/09/2014 00:00,0,0,0,0,NO,Ausente
21/09/2014 01:00,0,0,0,0,NO,Ausente
21/09/2014 02:00,0,0,0,0,NO,Ausente
21/09/2014 03:00,0,0,0,0,NO,Ausente
21/09/2014 04:00,0,0,0,0,NO,Ausente
21/09/2014 05:00,0,0,0,0,NO,Ausente
21/09/2014 06:00,0,0,0,0,NO,Ausente
21/09/2014 07:00,0,0,0,0,NO,Ausente
21/09/2014 08:00,0,0,0,0,NO,Ausente
21/09/2014 09:00,0,0,0,0,NO,Ausente
21/09/2014 10:00,0,0,0.2,0,SI,Moderada
21/09/2014 11:00,0,0,0,0,NO,Ausente
21/09/2014 12:00,0,0,0.3,0,SI,Moderada
21/09/2014 13:00,0,0,0,0,NO,Ausente
21/09/2014 14:00,0,0,0,0,NO,Ausente
21/09/2014 15:00,0,0,0,0,NO,Ausente
21/09/2014 16:00,0,0,1.3,0,SI,Fuerte
21/09/2014 17:00,0,0,0.1,0,SI,Llovizna
21/09/2014 18:00,0,0,0,0,NO,Ausente
21/09/2014 19:00,0,0,0,0,NO,Ausente
21/09/2014 20:00,0,0,0,0,NO,Ausente
21/09/2014 21:00,0,0,0,0,NO,Ausente
21/09/2014 22:00,0,0,0.1,0,SI,Llovizna
21/09/2014 23:00,0,0,0,0,NO,Ausente
22/09/2014 00:00,0,0,0,0,NO,Ausente
