Date,Energie cumule (kWh),Energie par periode (kWh),Puissance moyenne (kW)
2024-01-26 15:10:00,370687,7,10.5
2024-01-26 15:50:00,370698,11,16.5
2024-01-26 16:30:00,370707,9,13.5
2024-01-26 17:10:00,370714,7,10.5
2024-01-26 17:50:00,370722,8,12
2024-01-26 18:30:00,370727,5,7.5
2024-01-26 19:10:00,370733,6,9
2024-01-26 19:50:00,370739,6,9
2024-01-26 20:30:00,370743,4,6
2024-01-26 21:10:00,370746,3,4.5
2024-01-26 21:50:00,370750,4,6
2024-01-26 22:30:00,370753,3,4.5
2024-01-26 23:10:00,370756,3,4.5
2024-01-26 23:50:00,370760,4,6
2024-01-27 00:30:00,370763,3,4.5
2024-01-27 01:10:00,370768,5,7.5
2024-01-27 01:50:00,370773,5,7.5
2024-01-27 02:30:00,370777,4,6
2024-01-27 03:10:00,370779,2,3
2024-01-27 03:50:00,370782,3,4.5
2024-01-27 04:30:00,370786,4,6
2024-01-27 05:10:00,370788,2,3
2024-01-27 05:50:00,370792,4,6
2024-01-27 06:30:00,370796,4,6
2024-01-27 07:10:00,370798,2,3
2024-01-27 07:50:00,370803,5,7.5
2024-01-27 08:30:00,370806,3,4.5
2024-01-27 09:10:00,370808,2,3
2024-01-27 09:50:00,370811,3,4.5
2024-01-27 10:30:00,370815,4,6
2024-01-27 11:10:00,370818,3,4.5
2024-01-27 11:50:00,370823,5,7.5
2024-01-27 12:30:00,370828,5,7.5
2024-01-27 13:10:00,370831,3,4.5
2024-01-27 13:50:00,370836,5,7.5
2024-01-27 14:30:00,370840,4,6
2024-01-27 15:10:00,370843,3,4.5
2024-01-27 15:50:00,370848,5,7.5
2024-01-27 16:30:00,370853,5,7.5
2024-01-27 17:10:00,370856,3,4.5
2024-01-27 17:50:00,370861,5,7.5
2024-01-27 18:30:00,370864,3,4.5
2024-01-27 19:10:00,370867,3,4.5
2024-01-27 19:50:00,370870,3,4.5
2024-01-27 20:30:00,370872,2,3
2024-01-27 21:10:00,370876,4,6
2024-01-27 21:50:00,370880,4,6
2024-01-27 22:30:00,370883,3,4.5
2024-01-27 23:10:00,370886,3,4.5
2024-01-27 23:50:00,370890,4,6
2024-01-28 00:30:00,370893,3,4.5
2024-01-28 01:10:00,370899,6,9
2024-01-28 01:50:00,370904,5,7.5
2024-01-28 02:30:00,370908,4,6
2024-01-28 03:10:00,370910,2,3
2024-01-28 03:50:00,370913,3,4.5
2024-01-28 04:30:00,370916,3,4.5
2024-01-28 05:10:00,370919,3,4.5
2024-01-28 05:50:00,370922,3,4.5
2024-01-28 06:30:00,370926,4,6
2024-01-28 07:10:00,370929,3,4.5
2024-01-28 07:50:00,370933,4,6
2024-01-28 08:30:00,370936,3,4.5
2024-01-28 09:10:00,370938,2,3
2024-01-28 09:50:00,370941,3,4.5
2024-01-28 10:30:00,370945,4,6
2024-01-28 11:10:00,370949,4,6
2024-01-28 11:50:00,370954,5,7.5
2024-01-28 12:30:00,370960,6,9
2024-01-28 13:10:00,370963,3,4.5
2024-01-28 13:50:00,370969,6,9
2024-01-28 14:30:00,370975,6,9
2024-01-28 15:10:00,370978,3,4.5
2024-01-28 15:50:00,370983,5,7.5
2024-01-28 16:30:00,370989,6,9
2024-01-28 17:10:00,370992,3,4.5
2024-01-28 17:50:00,370997,5,7.5
2024-01-28 18:30:00,370999,2,3
2024-01-28 19:10:00,371002,3,4.5
2024-01-28 19:50:00,371006,4,6
2024-01-28 20:30:00,371008,2,3
2024-01-28 21:10:00,371012,4,6
2024-01-28 21:50:00,371015,3,4.5
2024-01-28 22:30:00,371018,3,4.5
2024-01-28 23:10:00,371021,3,4.5
2024-01-28 23:50:00,371024,3,4.5
2024-01-29 00:30:00,371027,3,4.5
2024-01-29 01:10:00,371035,8,12
2024-01-29 01:50:00,371042,7,10.5
2024-01-29 02:30:00,371049,7,10.5
2024-01-29 03:10:00,371053,4,6
2024-01-29 03:50:00,371057,4,6
2024-01-29 04:30:00,371061,4,6
2024-01-29 05:10:00,371064,3,4.5
2024-01-29 05:50:00,371068,4,6
2024-01-29 06:30:00,371072,4,6
2024-01-29 07:10:00,371075,3,4.5
2024-01-29 07:50:00,371082,7,10.5
2024-01-29 08:30:00,371090,8,12
2024-01-29 09:10:00,371095,5,7.5
2024-01-29 09:50:00,371104,9,13.5
2024-01-29 10:30:00,371109,5,7.5
2024-01-29 11:10:00,371119,10,15
2024-01-29 11:50:00,371130,11,16.5
2024-01-29 12:30:00,371137,7,10.5
2024-01-29 13:10:00,371149,12,18
2024-01-29 13:50:00,371159,10,15
2024-01-29 14:30:00,371167,8,12
2024-01-29 15:10:00,371180,13,19.5
2024-01-29 15:50:00,371194,14,21
2024-01-29 16:30:00,371202,8,12
2024-01-29 17:10:00,371214,12,18
2024-01-29 17:50:00,371224,10,15
2024-01-29 18:30:00,371231,7,10.5
2024-01-29 19:10:00,371240,9,13.5
2024-01-29 19:50:00,371250,10,15
2024-01-29 20:30:00,371255,5,7.5
2024-01-29 21:10:00,371260,5,7.5
2024-01-29 21:50:00,371263,3,4.5
2024-01-29 22:30:00,371265,2,3
2024-01-29 23:10:00,371268,3,4.5
2024-01-29 23:50:00,371271,3,4.5
2024-01-30 00:30:00,371275,4,6
2024-01-30 01:10:00,371282,7,10.5
2024-01-30 01:50:00,371290,8,12
2024-01-30 02:30:00,371295,5,7.5
2024-01-30 03:10:00,371299,4,6
2024-01-30 03:50:00,371304,5,7.5
2024-01-30 04:30:00,371308,4,6
2024-01-30 05:10:00,371311,3,4.5
2024-01-30 05:50:00,371314,3,4.5
2024-01-30 06:30:00,371318,4,6
2024-01-30 07:10:00,371322,4,6
2024-01-30 07:50:00,371329,7,10.5
2024-01-30 08:30:00,371338,9,13.5
2024-01-30 09:10:00,371346,8,12
2024-01-30 09:50:00,371357,11,16.5
2024-01-30 10:30:00,371366,9,13.5
2024-01-30 11:10:00,371380,14,21
2024-01-30 11:50:00,371395,15,22.5
2024-01-30 12:30:00,371405,10,15
2024-01-30 13:10:00,371418,13,19.5
2024-01-30 13:50:00,371429,11,16.5
2024-01-30 14:30:00,371438,9,13.5
2024-01-30 15:10:00,371451,13,19.5
2024-01-30 15:50:00,371465,14,21
2024-01-30 16:30:00,371475,10,15
2024-01-30 17:10:00,371489,14,21
2024-01-30 17:50:00,371501,12,18
2024-01-30 18:30:00,371508,7,10.5
2024-01-30 19:10:00,371516,8,12
2024-01-30 19:50:00,371524,8,12
2024-01-30 20:30:00,371529,5,7.5
2024-01-30 21:10:00,371534,5,7.5
2024-01-30 21:50:00,371538,4,6
2024-01-30 22:30:00,371541,3,4.5
2024-01-30 23:10:00,371545,4,6
2024-01-30 23:50:00,371548,3,4.5
2024-01-31 00:30:00,371551,3,4.5
2024-01-31 01:10:00,371559,8,12
2024-01-31 01:50:00,371567,8,12
2024-01-31 02:30:00,371572,5,7.5
2024-01-31 03:10:00,371574,2,3
2024-01-31 03:50:00,371578,4,6
2024-01-31 04:30:00,371581,3,4.5
2024-01-31 05:10:00,371583,2,3
2024-01-31 05:50:00,371587,4,6
2024-01-31 06:30:00,371591,4,6
2024-01-31 07:10:00,371595,4,6
2024-01-31 07:50:00,371602,7,10.5
2024-01-31 08:30:00,371610,8,12
2024-01-31 09:10:00,371616,6,9
2024-01-31 09:50:00,371625,9,13.5
2024-01-31 10:30:00,371632,7,10.5
2024-01-31 11:10:00,371645,13,19.5
2024-01-31 11:50:00,371658,13,19.5
2024-01-31 12:30:00,371666,8,12
2024-01-31 13:10:00,371677,11,16.5
2024-01-31 13:50:00,371687,10,15
2024-01-31 14:30:00,371694,7,10.5
2024-01-31 15:10:00,371704,10,15
2024-01-31 15:50:00,371716,12,18
2024-01-31 16:30:00,371723,7,10.5
2024-01-31 17:10:00,371735,12,18
2024-01-31 17:50:00,371745,10,15
2024-01-31 18:30:00,371751,6,9
2024-01-31 19:10:00,371759,8,12
2024-01-31 19:50:00,371766,7,10.5
2024-01-31 20:30:00,371770,4,6
2024-01-31 21:10:00,371775,5,7.5
2024-01-31 21:50:00,371779,4,6
2024-01-31 22:30:00,371782,3,4.5
2024-01-31 23:10:00,371786,4,6
2024-01-31 23:50:00,371789,3,4.5
2024-02-01 00:30:00,371792,3,4.5
2024-02-01 01:10:00,371800,8,12
2024-02-01 01:50:00,371806,6,9
2024-02-01 02:30:00,371811,5,7.5
2024-02-01 03:10:00,371815,4,6
2024-02-01 03:50:00,371819,4,6
2024-02-01 04:30:00,371822,3,4.5
2024-02-01 05:10:00,371824,2,3
2024-02-01 05:50:00,371828,4,6
2024-02-01 06:30:00,371831,3,4.5
2024-02-01 07:10:00,371834,3,4.5
2024-02-01 07:50:00,371839,5,7.5
2024-02-01 08:30:00,371846,7,10.5
2024-02-01 09:10:00,371851,5,7.5
2024-02-01 09:50:00,371860,9,13.5
2024-02-01 10:30:00,371867,7,10.5
2024-02-01 11:10:00,371880,13,19.5
2024-02-01 11:50:00,371893,13,19.5
2024-02-01 12:30:00,371902,9,13.5
2024-02-01 13:10:00,371915,13,19.5
2024-02-01 13:50:00,371925,10,15
2024-02-01 14:30:00,371933,8,12
2024-02-01 15:10:00,371947,14,21
2024-02-01 15:50:00,371961,14,21
2024-02-01 16:30:00,371970,9,13.5
2024-02-01 17:10:00,371983,13,19.5
2024-02-01 17:50:00,371994,11,16.5
2024-02-01 18:30:00,372001,7,10.5
2024-02-01 19:10:00,372012,11,16.5
2024-02-01 19:50:00,372023,11,16.5
2024-02-01 20:30:00,372030,7,10.5
2024-02-01 21:10:00,372037,7,10.5
2024-02-01 21:50:00,372042,5,7.5
2024-02-01 22:30:00,372045,3,4.5
2024-02-01 23:10:00,372050,5,7.5
2024-02-01 23:50:00,372055,5,7.5
2024-02-02 00:30:00,372059,4,6
2024-02-02 01:10:00,372067,8,12
2024-02-02 01:50:00,372073,6,9
2024-02-02 02:30:00,372077,4,6
2024-02-02 03:10:00,372081,4,6
2024-02-02 03:50:00,372086,5,7.5
2024-02-02 04:30:00,372091,5,7.5
2024-02-02 05:10:00,372093,2,3
2024-02-02 05:50:00,372097,4,6
2024-02-02 06:30:00,372101,4,6
2024-02-02 07:10:00,372104,3,4.5
2024-02-02 07:50:00,372111,7,10.5
2024-02-02 08:30:00,372118,7,10.5
2024-02-02 09:10:00,372123,5,7.5
2024-02-02 09:50:00,372133,10,15
2024-02-02 10:30:00,372143,10,15
2024-02-02 11:10:00,372152,9,13.5
2024-02-02 11:50:00,372164,12,18
2024-02-02 12:30:00,372172,8,12
2024-02-02 13:10:00,372182,10,15
2024-02-02 13:50:00,372191,9,13.5
2024-02-02 14:30:00,372197,6,9
2024-02-02 15:10:00,372207,10,15
2024-02-02 15:50:00,372217,10,15
2024-02-02 16:30:00,372224,7,10.5
2024-02-02 17:10:00,372233,9,13.5
2024-02-02 17:50:00,372241,8,12
2024-02-02 18:30:00,372247,6,9
2024-02-02 19:10:00,372256,9,13.5
2024-02-02 19:50:00,372262,6,9
2024-02-02 20:30:00,372264,2,3
2024-02-02 21:10:00,372267,3,4.5
2024-02-02 21:50:00,372270,3,4.5
2024-02-02 22:30:00,372272,2,3
2024-02-02 23:10:00,372275,3,4.5
2024-02-02 23:50:00,372278,3,4.5
2024-02-03 00:30:00,372281,3,4.5
2024-02-03 01:10:00,372286,5,7.5
2024-02-03 01:50:00,372291,5,7.5
2024-02-03 02:30:00,372296,5,7.5
2024-02-03 03:10:00,372299,3,4.5
2024-02-03 03:50:00,372305,6,9
2024-02-03 04:30:00,372310,5,7.5
2024-02-03 05:10:00,372314,4,6
2024-02-03 05:50:00,372317,3,4.5
2024-02-03 06:30:00,372320,3,4.5
2024-02-03 07:10:00,372322,2,3
2024-02-03 07:50:00,372327,5,7.5
2024-02-03 08:30:00,372331,4,6
2024-02-03 09:10:00,372334,3,4.5
2024-02-03 09:50:00,372341,7,10.5
2024-02-03 10:30:00,372348,7,10.5
2024-02-03 11:10:00,372354,6,9
2024-02-03 11:50:00,372363,9,13.5
2024-02-03 12:30:00,372368,5,7.5
2024-02-03 13:10:00,372377,9,13.5
2024-02-03 13:50:00,372384,7,10.5
2024-02-03 14:30:00,372389,5,7.5
2024-02-03 15:10:00,372397,8,12
2024-02-03 15:50:00,372405,8,12
2024-02-03 16:30:00,372411,6,9
2024-02-03 17:10:00,372417,6,9
2024-02-03 17:50:00,372422,5,7.5
2024-02-03 18:30:00,372424,2,3
2024-02-03 19:10:00,372427,3,4.5
2024-02-03 19:50:00,372431,4,6
2024-02-03 20:30:00,372433,2,3
2024-02-03 21:10:00,372437,4,6
2024-02-03 21:50:00,372441,4,6
2024-02-03 22:30:00,372443,2,3
2024-02-03 23:10:00,372447,4,6
2024-02-03 23:50:00,372450,3,4.5
2024-02-04 00:30:00,372453,3,4.5
2024-02-04 01:10:00,372459,6,9
2024-02-04 01:50:00,372464,5,7.5
2024-02-04 02:30:00,372469,5,7.5
2024-02-04 03:10:00,372473,4,6
2024-02-04 03:50:00,372476,3,4.5
2024-02-04 04:30:00,372480,4,6
2024-02-04 05:10:00,372482,2,3
2024-02-04 05:50:00,372486,4,6
2024-02-04 06:30:00,372489,3,4.5
2024-02-04 07:10:00,372492,3,4.5
2024-02-04 07:50:00,372495,3,4.5
2024-02-04 08:30:00,372499,4,6
2024-02-04 09:10:00,372501,2,3
2024-02-04 09:50:00,372504,3,4.5
2024-02-04 10:30:00,372509,5,7.5
2024-02-04 11:10:00,372513,4,6
2024-02-04 11:50:00,372518,5,7.5
2024-02-04 12:30:00,372521,3,4.5
2024-02-04 13:10:00,372526,5,7.5
2024-02-04 13:50:00,372532,6,9
2024-02-04 14:30:00,372535,3,4.5
2024-02-04 15:10:00,372541,6,9
2024-02-04 15:50:00,372546,5,7.5
2024-02-04 16:30:00,372550,4,6
2024-02-04 17:10:00,372555,5,7.5
2024-02-04 17:50:00,372559,4,6
2024-02-04 18:30:00,372562,3,4.5
2024-02-04 19:10:00,372566,4,6
2024-02-04 19:50:00,372569,3,4.5
2024-02-04 20:30:00,372572,3,4.5
2024-02-04 21:10:00,372576,4,6
2024-02-04 21:50:00,372579,3,4.5
2024-02-04 22:30:00,372582,3,4.5
2024-02-04 23:10:00,372585,3,4.5
2024-02-04 23:50:00,372589,4,6
2024-02-05 00:30:00,372593,4,6
2024-02-05 01:10:00,372601,8,12
2024-02-05 01:50:00,372609,8,12
2024-02-05 02:30:00,372616,7,10.5
2024-02-05 03:10:00,372621,5,7.5
2024-02-05 03:50:00,372627,6,9
2024-02-05 04:30:00,372634,7,10.5
2024-02-05 05:10:00,372638,4,6
2024-02-05 05:50:00,372643,5,7.5
2024-02-05 06:30:00,372648,5,7.5
2024-02-05 07:10:00,372652,4,6
2024-02-05 07:50:00,372659,7,10.5
2024-02-05 08:30:00,372667,8,12
2024-02-05 09:10:00,372672,5,7.5
2024-02-05 09:50:00,372681,9,13.5
2024-02-05 10:30:00,372691,10,15
2024-02-05 11:10:00,372700,9,13.5
2024-02-05 11:50:00,372713,13,19.5
2024-02-05 12:30:00,372722,9,13.5
2024-02-05 13:10:00,372734,12,18
2024-02-05 13:50:00,372745,11,16.5
2024-02-05 14:30:00,372754,9,13.5
2024-02-05 15:10:00,372769,15,22.5
2024-02-05 15:50:00,372784,15,22.5
2024-02-05 16:30:00,372793,9,13.5
2024-02-05 17:10:00,372806,13,19.5
2024-02-05 17:50:00,372818,12,18
2024-02-05 18:30:00,372826,8,12
2024-02-05 19:10:00,372838,12,18
2024-02-05 19:50:00,372849,11,16.5
2024-02-05 20:30:00,372855,6,9
2024-02-05 21:10:00,372861,6,9
2024-02-05 21:50:00,372865,4,6
2024-02-05 22:30:00,372867,2,3
2024-02-05 23:10:00,372869,2,3
2024-02-05 23:50:00,372873,4,6
2024-02-06 00:30:00,372876,3,4.5
2024-02-06 01:10:00,372884,8,12
2024-02-06 01:50:00,372890,6,9
2024-02-06 02:30:00,372895,5,7.5
2024-02-06 03:10:00,372898,3,4.5
2024-02-06 03:50:00,372901,3,4.5
2024-02-06 04:30:00,372905,4,6
2024-02-06 05:10:00,372907,2,3
2024-02-06 05:50:00,372912,5,7.5
2024-02-06 06:30:00,372919,7,10.5
2024-02-06 07:10:00,372924,5,7.5
2024-02-06 07:50:00,372933,9,13.5
2024-02-06 08:30:00,372943,10,15
2024-02-06 09:10:00,372952,9,13.5
2024-02-06 09:50:00,372967,15,22.5
2024-02-06 10:30:00,372983,16,24
2024-02-06 11:10:00,372993,10,15
2024-02-06 11:50:00,373012,19,28.5
2024-02-06 12:30:00,373024,12,18
2024-02-06 13:10:00,373038,14,21
2024-02-06 13:50:00,373051,13,19.5
2024-02-06 14:30:00,373060,9,13.5
2024-02-06 15:10:00,373074,14,21
2024-02-06 15:50:00,373088,14,21
2024-02-06 16:30:00,373098,10,15
2024-02-06 17:10:00,373113,15,22.5
2024-02-06 17:50:00,373128,15,22.5
2024-02-06 18:30:00,373137,9,13.5
2024-02-06 19:10:00,373149,12,18
2024-02-06 19:50:00,373162,13,19.5
2024-02-06 20:30:00,373167,5,7.5
2024-02-06 21:10:00,373173,6,9
2024-02-06 21:50:00,373178,5,7.5
2024-02-06 22:30:00,373180,2,3
2024-02-06 23:10:00,373184,4,6
2024-02-06 23:50:00,373187,3,4.5
2024-02-07 00:30:00,373191,4,6
2024-02-07 01:10:00,373198,7,10.5
2024-02-07 01:50:00,373206,8,12
2024-02-07 02:30:00,373212,6,9
2024-02-07 03:10:00,373215,3,4.5
2024-02-07 03:50:00,373218,3,4.5
2024-02-07 04:30:00,373222,4,6
2024-02-07 05:10:00,373225,3,4.5
2024-02-07 05:50:00,373230,5,7.5
2024-02-07 06:30:00,373237,7,10.5
2024-02-07 07:10:00,373242,5,7.5
2024-02-07 07:50:00,373252,10,15
2024-02-07 08:30:00,373264,12,18
2024-02-07 09:10:00,373271,7,10.5
2024-02-07 09:50:00,373284,13,19.5
2024-02-07 10:30:00,373296,12,18
2024-02-07 11:10:00,373307,11,16.5
2024-02-07 11:50:00,373323,16,24
2024-02-07 12:30:00,373334,11,16.5
2024-02-07 13:10:00,373345,11,16.5
2024-02-07 13:50:00,373355,10,15
2024-02-07 14:30:00,373362,7,10.5
2024-02-07 15:10:00,373379,17,25.5
2024-02-07 15:50:00,373396,17,25.5
2024-02-07 16:30:00,373407,11,16.5
2024-02-07 17:10:00,373424,17,25.5
2024-02-07 17:50:00,373440,16,24
2024-02-07 18:30:00,373450,10,15
2024-02-07 19:10:00,373464,14,21
2024-02-07 19:50:00,373478,14,21
2024-02-07 20:30:00,373485,7,10.5
2024-02-07 21:10:00,373495,10,15
2024-02-07 21:50:00,373503,8,12
2024-02-07 22:30:00,373508,5,7.5
2024-02-07 23:10:00,373516,8,12
2024-02-07 23:50:00,373524,8,12
2024-02-08 00:30:00,373531,7,10.5
2024-02-08 01:10:00,373544,13,19.5
2024-02-08 01:50:00,373556,12,18
2024-02-08 02:30:00,373566,10,15
2024-02-08 03:10:00,373573,7,10.5
2024-02-08 03:50:00,373583,10,15
2024-02-08 04:30:00,373591,8,12
2024-02-08 05:10:00,373597,6,9
2024-02-08 05:50:00,373605,8,12
2024-02-08 06:30:00,373614,9,13.5
2024-02-08 07:10:00,373621,7,10.5
2024-02-08 07:50:00,373633,12,18
2024-02-08 08:30:00,373645,12,18
2024-02-08 09:10:00,373655,10,15
2024-02-08 09:50:00,373669,14,21
2024-02-08 10:30:00,373685,16,24
2024-02-08 11:10:00,373696,11,16.5
2024-02-08 11:50:00,373714,18,27
2024-02-08 12:30:00,373727,13,19.5
2024-02-08 13:10:00,373743,16,24
2024-02-08 13:50:00,373757,14,21
2024-02-08 14:30:00,373767,10,15
2024-02-08 15:10:00,373782,15,22.5
2024-02-08 15:50:00,373798,16,24
2024-02-08 16:30:00,373809,11,16.5
2024-02-08 17:10:00,373825,16,24
2024-02-08 17:50:00,373840,15,22.5
2024-02-08 18:30:00,373852,12,18
2024-02-08 19:10:00,373866,14,21
2024-02-08 19:50:00,373879,13,19.5
2024-02-08 20:30:00,373886,7,10.5
2024-02-08 21:10:00,373892,6,9
2024-02-08 21:50:00,373897,5,7.5
2024-02-08 22:30:00,373900,3,4.5
2024-02-08 23:10:00,373903,3,4.5
2024-02-08 23:50:00,373906,3,4.5
2024-02-09 00:30:00,373909,3,4.5
2024-02-09 01:10:00,373915,6,9
2024-02-09 01:50:00,373921,6,9
2024-02-09 02:30:00,373925,4,6
2024-02-09 03:10:00,373928,3,4.5
2024-02-09 03:50:00,373931,3,4.5
2024-02-09 04:30:00,373933,2,3
2024-02-09 05:10:00,373935,2,3
2024-02-09 05:50:00,373937,2,3
2024-02-09 06:30:00,373940,3,4.5
2024-02-09 07:10:00,373943,3,4.5
2024-02-09 07:50:00,373950,7,10.5
2024-02-09 08:30:00,373958,8,12
2024-02-09 09:10:00,373964,6,9
2024-02-09 09:50:00,373974,10,15
2024-02-09 10:30:00,373981,7,10.5
2024-02-09 11:10:00,373992,11,16.5
2024-02-09 11:50:00,374003,11,16.5
2024-02-09 12:30:00,374011,8,12
2024-02-09 13:10:00,374021,10,15
2024-02-09 13:50:00,374031,10,15
2024-02-09 14:30:00,374040,9,13.5
2024-02-09 15:10:00,374055,15,22.5
2024-02-09 15:50:00,374069,14,21
2024-02-09 16:30:00,374079,10,15
2024-02-09 17:10:00,374093,14,21
2024-02-09 17:50:00,374104,11,16.5
2024-02-09 18:30:00,374111,7,10.5
2024-02-09 19:10:00,374123,12,18
2024-02-09 19:50:00,374134,11,16.5
2024-02-09 20:30:00,374140,6,9
2024-02-09 21:10:00,374148,8,12
2024-02-09 21:50:00,374156,8,12
2024-02-09 22:30:00,374161,5,7.5
2024-02-09 23:10:00,374167,6,9
2024-02-09 23:50:00,374173,6,9
2024-02-10 00:30:00,374177,4,6
2024-02-10 01:10:00,374186,9,13.5
2024-02-10 01:50:00,374194,8,12
2024-02-10 02:30:00,374201,7,10.5
2024-02-10 03:10:00,374206,5,7.5
2024-02-10 03:50:00,374211,5,7.5
2024-02-10 04:30:00,374218,7,10.5
2024-02-10 05:10:00,374222,4,6
2024-02-10 05:50:00,374228,6,9
2024-02-10 06:30:00,374234,6,9
2024-02-10 07:10:00,374238,4,6
2024-02-10 07:50:00,374244,6,9
2024-02-10 08:30:00,374250,6,9
2024-02-10 09:10:00,374254,4,6
2024-02-10 09:50:00,374260,6,9
2024-02-10 10:30:00,374269,9,13.5
2024-02-10 11:10:00,374275,6,9
2024-02-10 11:50:00,374285,10,15
2024-02-10 12:30:00,374291,6,9
2024-02-10 13:10:00,374300,9,13.5
2024-02-10 13:50:00,374308,8,12
2024-02-10 14:30:00,374314,6,9
2024-02-10 15:10:00,374323,9,13.5
2024-02-10 15:50:00,374331,8,12
2024-02-10 16:30:00,374337,6,9
2024-02-10 17:10:00,374344,7,10.5
2024-02-10 17:50:00,374350,6,9
2024-02-10 18:30:00,374353,3,4.5
2024-02-10 19:10:00,374358,5,7.5
2024-02-10 19:50:00,374363,5,7.5
2024-02-10 20:30:00,374366,3,4.5
2024-02-10 21:10:00,374370,4,6
2024-02-10 21:50:00,374375,5,7.5
2024-02-10 22:30:00,374378,3,4.5
2024-02-10 23:10:00,374383,5,7.5
2024-02-10 23:50:00,374387,4,6
2024-02-11 00:30:00,374391,4,6
2024-02-11 01:10:00,374398,7,10.5
2024-02-11 01:50:00,374404,6,9
2024-02-11 02:30:00,374410,6,9
2024-02-11 03:10:00,374414,4,6
2024-02-11 03:50:00,374419,5,7.5
2024-02-11 04:30:00,374423,4,6
2024-02-11 05:10:00,374426,3,4.5
2024-02-11 05:50:00,374431,5,7.5
2024-02-11 06:30:00,374436,5,7.5
2024-02-11 07:10:00,374439,3,4.5
2024-02-11 07:50:00,374443,4,6
2024-02-11 08:30:00,374448,5,7.5
2024-02-11 09:10:00,374451,3,4.5
2024-02-11 09:50:00,374455,4,6
2024-02-11 10:30:00,374461,6,9
2024-02-11 11:10:00,374465,4,6
2024-02-11 11:50:00,374472,7,10.5
2024-02-11 12:30:00,374476,4,6
2024-02-11 13:10:00,374484,8,12
2024-02-11 13:50:00,374490,6,9
2024-02-11 14:30:00,374495,5,7.5
2024-02-11 15:10:00,374502,7,10.5
2024-02-11 15:50:00,374510,8,12
2024-02-11 16:30:00,374515,5,7.5
2024-02-11 17:10:00,374522,7,10.5
2024-02-11 17:50:00,374525,3,4.5
2024-02-11 18:30:00,374527,2,3
2024-02-11 19:10:00,374529,2,3
2024-02-11 19:50:00,374531,2,3
2024-02-11 20:30:00,374533,2,3
2024-02-11 21:10:00,374535,2,3
2024-02-11 21:50:00,374537,2,3
2024-02-11 22:30:00,374539,2,3
2024-02-11 23:10:00,374541,2,3
2024-02-11 23:50:00,374543,2,3
2024-02-12 00:30:00,374545,2,3
2024-02-12 01:10:00,374552,7,10.5
2024-02-12 01:50:00,374559,7,10.5
2024-02-12 02:30:00,374565,6,9
2024-02-12 03:10:00,374568,3,4.5
2024-02-12 03:50:00,374571,3,4.5
2024-02-12 04:30:00,374574,3,4.5
2024-02-12 05:10:00,374576,2,3
2024-02-12 05:50:00,374579,3,4.5
2024-02-12 06:30:00,374583,4,6
2024-02-12 07:10:00,374586,3,4.5
2024-02-12 07:50:00,374593,7,10.5
2024-02-12 08:30:00,374600,7,10.5
2024-02-12 09:10:00,374606,6,9
2024-02-12 09:50:00,374615,9,13.5
2024-02-12 10:30:00,374626,11,16.5
2024-02-12 11:10:00,374636,10,15
2024-02-12 11:50:00,374651,15,22.5
2024-02-12 12:30:00,374663,12,18
2024-02-12 13:10:00,374675,12,18
2024-02-12 13:50:00,374688,13,19.5
2024-02-12 14:30:00,374698,10,15
2024-02-12 15:10:00,374715,17,25.5
2024-02-12 15:50:00,374731,16,24
2024-02-12 16:30:00,374742,11,16.5
2024-02-12 17:10:00,374756,14,21
2024-02-12 17:50:00,374768,12,18
2024-02-12 18:30:00,374777,9,13.5
2024-02-12 19:10:00,374787,10,15
2024-02-12 19:50:00,374797,10,15
2024-02-12 20:30:00,374803,6,9
2024-02-12 21:10:00,374810,7,10.5
2024-02-12 21:50:00,374815,5,7.5
2024-02-12 22:30:00,374818,3,4.5
2024-02-12 23:10:00,374821,3,4.5
2024-02-12 23:50:00,374823,2,3
2024-02-13 00:30:00,374826,3,4.5
2024-02-13 01:10:00,374832,6,9
2024-02-13 01:50:00,374838,6,9
2024-02-13 02:30:00,374842,4,6
2024-02-13 03:10:00,374846,4,6
2024-02-13 03:50:00,374851,5,7.5
2024-02-13 04:30:00,374855,4,6
2024-02-13 05:10:00,374856,1,1.5
2024-02-13 05:50:00,374858,2,3
2024-02-13 06:30:00,374862,4,6
2024-02-13 07:10:00,374864,2,3
2024-02-13 07:50:00,374870,6,9
2024-02-13 08:30:00,374878,8,12
2024-02-13 09:10:00,374885,7,10.5
2024-02-13 09:50:00,374898,13,19.5
2024-02-13 10:30:00,374910,12,18
2024-02-13 11:10:00,374919,9,13.5
2024-02-13 11:50:00,374933,14,21
2024-02-13 12:30:00,374943,10,15
2024-02-13 13:10:00,374955,12,18
2024-02-13 13:50:00,374966,11,16.5
2024-02-13 14:30:00,374973,7,10.5
2024-02-13 15:50:00,374977,4,3
2024-02-13 16:30:00,375006,29,43.5
2024-02-13 17:10:00,375019,13,19.5
2024-02-13 17:50:00,375031,12,18
2024-02-13 18:30:00,375036,5,7.5
2024-02-13 19:10:00,375046,10,15
2024-02-13 19:50:00,375055,9,13.5
2024-02-13 20:30:00,375059,4,6
2024-02-13 21:10:00,375064,5,7.5
2024-02-13 21:50:00,375067,3,4.5
2024-02-13 22:30:00,375068,1,1.5
2024-02-13 23:10:00,375070,2,3
2024-02-13 23:50:00,375072,2,3
2024-02-14 00:30:00,375075,3,4.5
2024-02-14 01:10:00,375082,7,10.5
2024-02-14 01:50:00,375087,5,7.5
